"name","mz","rt","Peak area - S10_GoatLiver_4 - No Normalization","Peak area - S10_QCS_1 - No Normalization","Peak area - S10_QCS_2 - No Normalization","Peak area - S10_QCS_3 - No Normalization","Peak area - S10_QCS_4 - No Normalization","Peak area - S10_QCS_5 - No Normalization","Peak area - S10_QCS_6 - No Normalization","Peak area - S11_ChickenLiver_3 - No Normalization","Peak area - S11_QCS_1 - No Normalization","Peak area - S11_QCS_2 - No Normalization","Peak area - S11_QCS_3 - No Normalization","Peak area - S11_QCS_4 - No Normalization","Peak area - S11_QCS_5 - No Normalization","Peak area - S11_QCS_6 - No Normalization","Peak area - S12_ChickenLiver_4 - No Normalization","Peak area - S12_QCS_1 - No Normalization","Peak area - S12_QCS_2 - No Normalization","Peak area - S12_QCS_3 - No Normalization","Peak area - S12_QCS_4 - No Normalization","Peak area - S12_QCS_5 - No Normalization","Peak area - S12_QCS_6 - No Normalization","Peak area - S13_ChickenHeart_5 - No Normalization","Peak area - S13_QCS_1 - No Normalization","Peak area - S13_QCS_2 - No Normalization","Peak area - S13_QCS_3 - No Normalization","Peak area - S13_QCS_4 - No Normalization","Peak area - S13_QCS_5 - No Normalization","Peak area - S13_QCS_6 - No Normalization","Peak area - S14_GoatLiver_5 - No Normalization","Peak area - S14_QCS_1 - No Normalization","Peak area - S14_QCS_2 - No Normalization","Peak area - S14_QCS_3 - No Normalization","Peak area - S14_QCS_5 - No Normalization","Peak area - S14_QCS_5 - No Normalization.1","Peak area - S14_QCS_6 - No Normalization","Peak area - S15_ChickenLiver_5 - No Normalization","Peak area - S15_QCS_1 - No Normalization","Peak area - S15_QCS_2 - No Normalization","Peak area - S15_QCS_3 - No Normalization","Peak area - S15_QCS_4 - No Normalization","Peak area - S15_QCS_5 - No Normalization","Peak area - S15_QCS_6 - No Normalization","Peak area - S16_ChickenLiver_6 - No Normalization","Peak area - S16_QCS_1 - No Normalization","Peak area - S16_QCS_2 - No Normalization","Peak area - S16_QCS_3 - No Normalization","Peak area - S16_QCS_4 - No Normalization","Peak area - S16_QCS_5 - No Normalization","Peak area - S16_QCS_6 - No Normalization","Peak area - S17_GoatLiver_6 - No Normalization","Peak area - S17_QCS_1 - No Normalization","Peak area - S17_QCS_2 - No Normalization","Peak area - S17_QCS_3 - No Normalization","Peak area - S17_QCS_4 - No Normalization","Peak area - S17_QCS_5 - No Normalization","Peak area - S17_QCS_6 - No Normalization","Peak area - S18_ChickenHeart_6 - No Normalization","Peak area - S18_QCS_1 - No Normalization","Peak area - S18_QCS_2 - No Normalization","Peak area - S18_QCS_3 - No Normalization","Peak area - S18_QCS_4 - No Normalization","Peak area - S18_QCS_5 - No Normalization","Peak area - S18_QCS_6 - No Normalization","Peak area - S1_ChickenHeart_1 - No Normalization","Peak area - S1_QCS_1 - No Normalization","Peak area - S1_QCS_2 - No Normalization","Peak area - S1_QCS_3 - No Normalization","Peak area - S1_QCS_4 - No Normalization","Peak area - S1_QCS_5 - No Normalization","Peak area - S1_QCS_6 - No Normalization","Peak area - S2_ChickenHeart_2 - No Normalization","Peak area - S2_QCS_1 - No Normalization","Peak area - S2_QCS_2 - No Normalization","Peak area - S2_QCS_3 - No Normalization","Peak area - S2_QCS_4 - No Normalization","Peak area - S2_QCS_5 - No Normalization","Peak area - S2_QCS_6 - No Normalization","Peak area - S3_ChickenLiver_1 - No Normalization","Peak area - S3_QCS_1 - No Normalization","Peak area - S3_QCS_2 - No Normalization","Peak area - S3_QCS_3 - No Normalization","Peak area - S3_QCS_4 - No Normalization","Peak area - S3_QCS_5 - No Normalization","Peak area - S3_QCS_6 - No Normalization","Peak area - S4_GoatLiver_1 - No Normalization","Peak area - S4_QCS_1 - No Normalization","Peak area - S4_QCS_2 - No Normalization","Peak area - S4_QCS_3 - No Normalization","Peak area - S4_QCS_4 - No Normalization","Peak area - S4_QCS_5 - No Normalization","Peak area - S4_QCS_6 - No Normalization","Peak area - S5_ChickenLiver_2 - No Normalization","Peak area - S5_QCS_1 - No Normalization","Peak area - S5_QCS_2 - No Normalization","Peak area - S5_QCS_3 - No Normalization","Peak area - S5_QCS_4 - No Normalization","Peak area - S5_QCS_5 - No Normalization","Peak area - S5_QCS_6 - No Normalization","Peak area - S6_GoatLiver_2 - No Normalization","Peak area - S6_QCS_1 - No Normalization","Peak area - S6_QCS_2 - No Normalization","Peak area - S6_QCS_3 - No Normalization","Peak area - S6_QCS_4 - No Normalization","Peak area - S6_QCS_5 - No Normalization","Peak area - S6_QCS_6 - No Normalization","Peak area - S7_ChickenHeart_3 - No Normalization","Peak area - S7_QCS_1 - No Normalization","Peak area - S7_QCS_2 - No Normalization","Peak area - S7_QCS_3 - No Normalization","Peak area - S7_QCS_4 - No Normalization","Peak area - S7_QCS_5 - No Normalization","Peak area - S7_QCS_6 - No Normalization","Peak area - S8_GoatLiver_3 - No Normalization","Peak area - S8_QCS_1 - No Normalization","Peak area - S8_QCS_2 - No Normalization","Peak area - S8_QCS_3 - No Normalization","Peak area - S8_QCS_4 - No Normalization","Peak area - S8_QCS_5 - No Normalization","Peak area - S8_QCS_6 - No Normalization","Peak area - S9_ChickenHeart_4 - No Normalization","Peak area - S9_QCS_1 - No Normalization","Peak area - S9_QCS_2 - No Normalization","Peak area - S9_QCS_3 - No Normalization","Peak area - S9_QCS_4 - No Normalization","Peak area - S9_QCS_5 - No Normalization","Peak area - S9_QCS_6 - No Normalization"
"102.152","102.152",666,"10.136766433716","40.323860168457","41.250465393066","46.004348754883","39.704524993896","36.608573913574","36.909637451172","46.503684997559","35.538597106934","34.648838043213","35.914443969727","32.56823348999","32.480163574219","32.979038238525","50.044120788574","34.262519836426","34.603790283203","34.019634246826","29.746829986572","29.852928161621","30.702655792236","10.09118270874","37.405632019043","38.975112915039","40.02326965332","31.333351135254","29.689086914062","30.225879669189","9.0970878601074","23.448263168335","22.015169143677","24.440940856934","21.195569992065","21.195569992065","20.555652618408","29.693531036377","31.696268081665","31.498977661133","32.769721984863","24.149873733521","25.769849777222","24.374488830566","37.182506561279","31.306573867798","29.342681884766","33.336791992188","28.277715682983","26.228063583374","25.818183898926","8.1372213363647","33.363227844238","32.134811401367","33.721527099609","30.581897735596","30.861234664917","30.07787322998","8.7842226028442","28.708963394165","28.679246902466","30.071931838989","26.509321212769","26.886310577393","27.057867050171","21.046976089478","84.743476867676","88.710968017578","83.599464416504","77.707305908203","76.823234558105","73.922561645508","17.141334533691","80.530815124512","72.150131225586","69.709358215332","62.192394256592","61.679042816162","54.881366729736","71.699188232422","46.460327148438","47.370754241943","41.397636413574","37.025478363037","46.419200897217","35.05632019043","12.253420829773","71.115509033203","67.909912109375","66.601036071777","54.0065574646","56.512050628662","54.703475952148","48.456356048584","54.527103424072","52.943981170654","60.924144744873","49.977439880371","51.567741394043","45.468006134033","9.7437028884888","36.774997711182","38.258766174316","41.101943969727","38.342189788818","40.428298950195","34.38822555542","12.831686019897","26.185148239136","26.065166473389","32.57453918457","34.180168151855","32.848655700684","31.2154712677","10.86235332489","32.925498962402","30.717134475708","34.271148681641","30.68221282959","30.199508666992","28.667293548584","10.541399002075","31.381278991699","31.232526779175","33.329704284668","26.916128158569","27.147020339966","25.914482116699"
"104.146","104.146",666,"860.65423583984","37.921924591064","38.910102844238","25.370788574219","22.741060256958","22.268934249878","45.392917633057","1234.8046875","29.297023773193","25.421983718872","18.758459091187","16.088996887207","16.1266746521","26.298492431641","1311.9117431641","25.578996658325","21.995191574097","20.977256774902","18.130697250366","17.422563552856","24.542753219604","742.93243408203","43.238384246826","38.760780334473","26.087520599365","25.816028594971","26.12113571167","39.633834838867","781.28088378906","34.005218505859","35.39282989502","28.965246200562","25.774770736694","25.774770736694","37.688362121582","1325.4044189453","36.563396453857","31.982345581055","27.835687637329","23.829349517822","21.878576278687","28.901969909668","1123.3841552734","28.202613830566","25.652666091919","19.258275985718","17.965726852417","18.114084243774","26.004425048828","718.88763427734","28.214641571045","26.331497192383","18.945648193359","17.991636276245","17.146755218506","27.767360687256","619.37536621094","32.660362243652","32.020854949951","19.848512649536","19.477596282959","18.453996658325","28.873704910278","1481.6193847656","60.863079071045","48.751754760742","63.326946258545","50.266777038574","63.849746704102","53.295406341553","1192.1060791016","47.225395202637","42.836166381836","49.877052307129","39.364971160889","58.057968139648","39.759078979492","1913.0614013672","46.969715118408","51.892398834229","47.159603118896","39.032897949219","53.607269287109","37.27494430542","795.318359375","35.469207763672","34.011573791504","33.540584564209","29.093587875366","29.988298416138","24.845338821411","1230.3367919922","15.206234931946","15.816502571106","27.398723602295","24.807350158691","24.82706451416","12.074847221375","598.43969726562","15.2758436203","14.573629379272","25.257699966431","22.241683959961","23.424230575562","12.820751190186","908.22247314453","24.199621200562","27.763233184814","19.578718185425","22.411836624146","20.712036132812","37.498119354248","906.18249511719","36.807735443115","34.122383117676","23.264684677124","22.072526931763","21.671339035034","33.956676483154","747.38024902344","29.344856262207","30.709344863892","18.090065002441","17.31646156311","17.18159866333","29.023649215698"
"116.105","116.105",666,"15.725645065308","23.056482315063","23.828735351562","24.149839401245","22.588523864746","22.501308441162","24.475385665894","65.141799926758","21.870460510254","21.024543762207","21.36026763916","21.15446472168","21.582061767578","21.800762176514","48.012325286865","23.535278320312","23.579286575317","22.508415222168","20.491641998291","20.128396987915","21.030652999878","8.7644834518433","25.413280487061","24.065397262573","21.063375473022","21.133375167847","21.748165130615","24.380514144897","23.146169662476","20.517108917236","21.192781448364","23.393043518066","21.756639480591","21.756639480591","21.946537017822","73.859649658203","21.106700897217","19.808959960938","20.538734436035","17.251661300659","17.046918869019","17.582502365112","56.236488342285","21.558731079102","20.438762664795","21.064767837524","19.131391525269","19.196258544922","19.108890533447","16.320779800415","19.700452804565","19.688402175903","18.54580116272","18.22582244873","17.65505027771","20.020824432373","7.234471321106","21.365013122559","21.170335769653","20.22759437561","18.424879074097","17.75185585022","19.235445022583","18.027708053589","45.787506103516","40.014377593994","44.937274932861","38.296699523926","42.12935256958","37.924743652344","14.990570068359","38.827136993408","34.918033599854","37.895816802979","33.291793823242","36.923690795898","32.061424255371","141.68615722656","28.58510017395","29.9030418396","27.864961624146","27.3971824646","32.382598876953","26.555997848511","23.800254821777","41.934558868408","40.615776062012","40.778305053711","34.660511016846","34.813220977783","31.137634277344","75.305274963379","28.459730148315","26.81210899353","30.016927719116","26.84042930603","26.41187286377","24.153524398804","17.895984649658","24.235939025879","23.465667724609","24.839345932007","23.765083312988","24.578042984009","20.984926223755","11.355174064636","18.650163650513","19.046722412109","19.240335464478","23.986492156982","23.174173355103","25.382844924927","23.888738632202","24.748394012451","24.736911773682","25.357521057129","23.439012527466","23.830434799194","24.163219451904","9.0743455886841","24.243377685547","24.55185508728","22.238962173462","19.139389038086","17.961410522461","22.298839569092"
"118.148","118.148",666,"21.112615585327","21.380298614502","21.092571258545","15.976687431335","14.231127738953","14.845907211304","20.891895294189","100.49334716797","20.494211196899","19.567625045776","14.451858520508","13.075130462646","12.863387107849","18.7038230896","83.378631591797","23.185070037842","19.609861373901","12.893221855164","11.600565910339","10.659613609314","16.822057723999","20.650560379028","37.310981750488","35.016834259033","28.045715332031","23.18995475769","23.570369720459","30.264442443848","30.542486190796","24.379880905151","24.48063659668","22.765441894531","19.979280471802","19.979280471802","23.216173171997","107.14293670654","28.427947998047","26.177165985107","25.247257232666","20.006866455078","18.981588363647","21.779504776001","83.828506469727","18.446357727051","17.768354415894","14.907119750977","13.393731117249","13.331793785095","16.281120300293","20.700170516968","18.825914382935","18.96603012085","14.80495262146","14.268974304199","13.462998390198","18.398746490479","13.668285369873","17.768980026245","17.909921646118","13.753642082214","12.408490180969","11.789662361145","15.275755882263","37.985145568848","60.618019104004","40.645057678223","57.309368133545","38.299839019775","51.782623291016","39.085460662842","31.968622207642","42.809589385986","34.165306091309","43.533554077148","32.66752243042","43.563861846924","31.806444168091","217.42301940918","41.065521240234","41.398731231689","30.476188659668","24.712001800537","38.83459854126","24.158079147339","32.271125793457","35.519512176514","35.067581176758","28.070571899414","22.855693817139","23.741893768311","27.778036117554","120.02137756348","20.108633041382","19.27250289917","22.05358505249","19.04638671875","18.384130477905","15.56683921814","26.276485443115","18.420114517212","17.3459815979","19.970485687256","17.938402175903","18.692045211792","15.604909896851","25.035810470581","23.308479309082","24.90864944458","20.730546951294","21.410577774048","21.236185073853","27.727462768555","29.115188598633","27.120914459229","25.225337982178","20.590467453003","18.119409561157","17.594699859619","22.60235786438","19.16276550293","25.054643630981","25.999229431152","19.181461334229","16.431873321533","16.172716140747","21.534374237061"
"120.141","120.141",666,"6.9774737358093","10.340727806091","10.552926063538","11.302325248718","10.534104347229","10.323830604553","10.305943489075","28.741487503052","9.9806041717529","9.9995555877686","10.388157844543","10.088592529297","10.290315628052","9.8341093063354","21.554830551147","9.9020757675171","9.7012166976929","9.9019546508789","9.1562595367432","9.1007146835327","8.8365087509155","9.0117244720459","8.4683074951172","8.5991821289062","8.5350971221924","8.4305639266968","8.5778684616089","8.2913112640381","8.6730003356934","7.5912232398987","7.7589535713196","8.568060874939","8.150426864624","8.150426864624","7.8353114128113","33.729412078857","7.6996870040894","7.5958962440491","7.8832082748413","6.9257206916809","7.0448427200317","6.8079113960266","26.284706115723","9.8539094924927","9.526816368103","10.270969390869","9.378342628479","9.2464694976807","8.9051675796509","6.4793252944946","9.1795415878296","8.8969583511353","9.2638292312622","8.8065032958984","8.5110054016113","8.8343830108643","5.7699422836304","9.246919631958","9.1866884231567","9.3714609146118","8.3779497146606","8.3535060882568","8.343879699707","13.65140247345","14.502979278564","15.140019416809","14.264609336853","14.01273059845","13.371468544006","13.446648597717","10.687503814697","13.610019683838","13.205033302307","12.843760490417","12.223068237305","12.148452758789","11.797708511353","64.707138061523","11.429041862488","11.393257141113","11.550354957581","10.515616416931","11.018106460571","10.305560112","8.8213920593262","16.762638092041","16.132612228394","16.48240852356","14.007453918457","14.480027198792","12.989109992981","29.671192169189","12.652803421021","12.129766464233","13.177441596985","12.093136787415","12.115325927734","10.700827598572","7.3349738121033","10.93773651123","10.73227596283","11.340269088745","11.064274787903","11.187833786011","10.013657569885","9.5638284683228","8.0333700180054","7.9574990272522","8.8906297683716","9.9254789352417","9.7793731689453","9.5101976394653","8.791953086853","9.8116140365601","9.6036338806152","10.412473678589","9.4251642227173","9.4066438674927","9.153980255127","7.2095928192139","8.7491044998169","8.8340911865234","8.9482908248901","8.1321630477905","7.9082670211792","8.2639570236206"
"132.125","132.125",666,"55.863338470459","28.532356262207","29.162673950195","24.183675765991","22.332054138184","22.521291732788","30.655885696411","71.468276977539","26.917675018311","25.019470214844","19.153844833374","17.612009048462","17.214965820312","23.975790023804","66.12574005127","28.758905410767","26.621210098267","20.494518280029","17.85165977478","16.946870803833","24.152526855469","219.60656738281","47.744396209717","44.212062835693","36.052680969238","33.355117797852","34.306663513184","41.374698638916","84.495811462402","35.907020568848","36.280220031738","35.940227508545","32.266178131104","32.266178131104","35.937282562256","102.80133056641","38.341541290283","35.416835784912","34.665073394775","28.935026168823","28.255821228027","31.421407699585","70.918357849121","25.911457061768","25.54501914978","22.68736076355","20.509359359741","20.269468307495","23.650297164917","49.713451385498","24.968976974487","25.352682113647","20.512508392334","20.243141174316","19.784683227539","25.435609817505","156.61422729492","27.253452301025","27.011560440063","21.460357666016","19.258037567139","17.823492050171","23.923778533936","490.84225463867","80.358306884766","62.868740081787","80.366096496582","61.918827056885","78.856132507324","65.040672302246","417.22665405273","70.864807128906","55.723918914795","72.093215942383","52.090950012207","72.338577270508","51.994579315186","179.10231018066","63.310607910156","63.11784362793","46.321002960205","38.500030517578","58.566825866699","37.576202392578","79.445289611816","38.877593994141","38.912677764893","34.812538146973","29.501298904419","30.169069290161","29.38861656189","106.73642730713","26.431911468506","25.985864639282","31.017349243164","26.896730422974","25.979682922363","20.928653717041","67.578636169434","24.092334747314","23.273174285889","27.954767227173","25.32780456543","26.219837188721","20.025465011597","287.21078491211","30.224628448486","31.926759719849","25.392040252686","25.895015716553","25.039611816406","35.190658569336","88.068664550781","35.97127532959","34.742130279541","30.055093765259","27.132617950439","26.759063720703","32.840744018555","226.54849243164","34.017150878906","34.07958984375","24.935758590698","20.619697570801","19.425638198853","28.663375854492"
"140.122","140.122",666,"19.402576446533","25.531747817993","26.585319519043","25.958934783936","23.620054244995","23.584672927856","28.024444580078","66.089813232422","23.185363769531","22.546499252319","22.442991256714","20.751909255981","20.414949417114","22.278175354004","74.05037689209","22.919147491455","22.123817443848","23.15690612793","19.862861633301","18.943410873413","20.343719482422","25.160821914673","49.792236328125","48.36852645874","45.53052520752","43.931671142578","44.368270874023","49.620079040527","26.783773422241","44.919631958008","45.627208709717","46.082790374756","39.648414611816","39.648414611816","44.124580383301","75.953506469727","37.178848266602","35.780578613281","37.53747177124","32.292167663574","32.038047790527","32.591110229492","68.392730712891","27.877229690552","25.430023193359","25.069646835327","21.553384780884","21.647384643555","23.432683944702","16.282011032104","25.289688110352","25.33355140686","23.860677719116","23.510663986206","22.864099502563","25.506826400757","15.707164764404","25.286424636841","25.204095840454","22.061864852905","18.750324249268","18.226699829102","22.266574859619","47.417827606201","159.10333251953","180.59390258789","151.6175994873","134.93298339844","117.09461975098","111.71035766602","38.432598114014","110.88876342773","101.34781646729","93.530838012695","78.129043579102","77.811965942383","69.910171508789","121.3883895874","61.196815490723","64.142753601074","60.630756378174","48.937641143799","59.173915863037","48.065612792969","22.67763710022","40.690727233887","39.499061584473","37.946315765381","31.158254623413","31.556589126587","29.422033309937","82.955268859863","35.14221572876","33.706077575684","35.677196502686","30.175033569336","29.207290649414","27.775276184082","18.781717300415","29.500389099121","28.135227203369","28.998369216919","26.871076583862","27.947965621948","26.122262954712","25.743186950684","31.27459526062","31.937215805054","35.718273162842","38.485950469971","37.47632598877","39.879337310791","27.672025680542","43.66092300415","42.440727233887","41.799964904785","35.512939453125","35.054084777832","38.627937316895","24.086408615112","36.504814147949","37.122138977051","34.154975891113","29.526990890503","28.39253616333","33.730869293213"
"147.12","147.12",666,"63.855224609375","66.275199890137","64.987632751465","67.350593566895","62.14436340332","62.332401275635","62.260238647461","115.27072143555","70.023483276367","67.892807006836","65.665863037109","68.418266296387","68.044395446777","67.495056152344","97.861618041992","72.85897064209","70.719207763672","62.890846252441","58.925628662109","57.034725189209","59.28929901123","65.543167114258","61.860916137695","62.304977416992","71.006233215332","77.374183654785","77.947616577148","72.558731079102","110.71132659912","63.358325958252","66.886917114258","83.855278015137","73.932762145996","73.932762145996","67.651977539062","186.77917480469","56.416496276855","55.843173980713","62.818470001221","53.579879760742","56.688766479492","50.176174163818","116.4679107666","73.54524230957","71.060417175293","79.246955871582","68.646873474121","67.890327453613","64.868354797363","58.313385009766","57.052040100098","56.685302734375","59.480327606201","60.040126800537","59.146785736084","58.73664855957","45.232860565186","65.365562438965","64.151290893555","67.363677978516","58.41535949707","59.097736358643","58.373603820801","159.8914642334","157.94142150879","185.93827819824","164.7713470459","173.72120666504","160.765625","165.39605712891","124.99847412109","168.34873962402","163.81492614746","155.16192626953","148.9361114502","141.72309875488","134.06001281738","344.22003173828","100.51448822021","108.08703613281","113.43571472168","109.65765380859","118.24493408203","107.80609130859","108.87240600586","140.53373718262","137.3049621582","133.74995422363","110.84378814697","111.24409484863","106.69512939453","147.90559387207","74.207565307617","67.16349029541","82.858139038086","76.128257751465","77.772346496582","56.695941925049","73.996337890625","79.466438293457","77.001480102539","79.556610107422","73.984039306641","74.844116210938","67.468231201172","80.237739562988","50.406162261963","52.36030960083","70.168914794922","91.627563476562","90.258666992188","83.910255432129","100.38819885254","81.277847290039","81.244331359863","92.932830810547","81.828300476074","82.203254699707","78.677291870117","56.573123931885","65.237548828125","66.140113830566","70.471626281738","65.739562988281","64.419013977051","64.384155273438"
"148.12","148.12",666,"43.653038024902","37.658813476562","36.637599945068","37.269397735596","32.000312805176","30.614521026611","31.621377944946","58.302345275879","36.616901397705","35.764080047607","35.821788787842","33.287040710449","33.086936950684","33.3229637146","50.470195770264","35.352058410645","34.283355712891","30.933256149292","27.755922317505","26.191125869751","27.450229644775","41.192012786865","23.350509643555","22.933521270752","24.477195739746","23.25869178772","23.886434555054","22.920066833496","66.074676513672","21.087875366211","21.7825756073","25.949108123779","23.150770187378","23.150770187378","21.223899841309","80.176666259766","22.15503692627","21.763219833374","23.701728820801","19.35675239563","19.171560287476","18.988809585571","48.472072601318","26.440004348755","25.048009872437","26.851831436157","22.35154914856","21.827991485596","21.88830947876","40.439868927002","24.02225112915","23.857730865479","24.675533294678","22.985940933228","21.995822906494","23.004695892334","31.096626281738","23.659282684326","23.582410812378","23.986526489258","19.892705917358","20.358316421509","20.75500869751","85.846717834473","53.001945495605","56.762493133545","53.276901245117","52.381576538086","50.860313415527","51.855827331543","70.827941894531","53.189765930176","51.275325775146","50.506965637207","46.627662658691","46.021148681641","42.923889160156","140.54850769043","38.48628616333","39.24488067627","37.966327667236","32.315406799316","36.93132019043","30.675159454346","57.888889312744","47.333629608154","46.905670166016","45.303394317627","37.199378967285","38.08279800415","37.034255981445","73.977226257324","34.430316925049","32.970191955566","38.794528961182","33.024124145508","33.056106567383","27.821758270264","48.371509552002","28.705293655396","28.690404891968","31.408462524414","28.033420562744","29.031719207764","25.199878692627","48.90934753418","26.106414794922","26.890291213989","32.199241638184","34.061031341553","34.185054779053","32.317413330078","71.062843322754","31.80376625061","30.908378601074","33.99142074585","29.491024017334","29.712421417236","28.290559768677","43.118743896484","30.722541809082","30.508279800415","31.264520645142","25.873487472534","24.44765663147","26.322732925415"
"158.086","158.086",666,"12.134743690491","21.116083145142","21.085456848145","22.510210037231","19.663986206055","19.250980377197","18.097766876221","22.959102630615","18.925457000732","18.802234649658","20.570798873901","17.810398101807","17.2861328125","16.753263473511","20.466802597046","16.676219940186","15.815346717834","17.025991439819","14.622898101807","13.715957641602","13.068312644958","11.358592987061","23.87310218811","23.630903244019","25.495002746582","22.326780319214","22.581895828247","20.948448181152","14.933975219727","19.626066207886","19.467739105225","21.443523406982","19.204856872559","19.204856872559","17.926054000854","29.966333389282","21.641553878784","21.6630859375","22.370460510254","19.220264434814","19.26586151123","18.204637527466","23.54347038269","19.158029556274","18.186037063599","19.308334350586","15.916904449463","15.530282974243","15.135194778442","10.934307098389","18.239751815796","17.909688949585","18.88201713562","17.847097396851","17.57515335083","16.889413833618","9.0527677536011","15.360617637634","15.540563583374","15.747333526611","13.216693878174","13.307006835938","13.216753959656","23.857265472412","46.598003387451","49.05233001709","45.944694519043","43.03723526001","40.999393463135","41.211776733398","19.040088653564","40.722156524658","38.079071044922","37.086959838867","34.273994445801","33.426021575928","31.920387268066","48.762687683105","30.146673202515","30.26184463501","29.758577346802","24.692720413208","26.290842056274","24.652822494507","14.842879295349","30.743549346924","30.375089645386","29.744752883911","25.391109466553","25.768547058105","25.044075012207","25.274829864502","27.227151870728","26.509244918823","27.595411300659","23.275545120239","23.291923522949","22.449495315552","11.331137657166","20.740892410278","20.657724380493","21.800647735596","20.140815734863","20.595251083374","18.815168380737","15.099345207214","25.089519500732","25.199138641357","28.518148422241","25.858999252319","25.983098983765","24.609189987183","16.548778533936","25.323474884033","24.352914810181","25.511856079102","21.140972137451","20.766750335693","20.049602508545","12.592371940613","24.521314620972","25.203125","25.379936218262","20.917699813843","20.428918838501","20.085102081299"
