meta.name,Peak area - S10_GoatLiver_4 - Total Ion Count,Peak area - S11_ChickenLiver_3 - Total Ion Count,Peak area - S12_ChickenLiver_4 - Total Ion Count,Peak area - S13_ChickenHeart_5 - Total Ion Count,Peak area - S14_GoatLiver_5 - Total Ion Count,Peak area - S15_ChickenLiver_5 - Total Ion Count,Peak area - S16_ChickenLiver_6 - Total Ion Count,Peak area - S17_GoatLiver_6 - Total Ion Count,Peak area - S18_ChickenHeart_6 - Total Ion Count,Peak area - S1_ChickenHeart_1 - Total Ion Count,Peak area - S2_ChickenHeart_2 - Total Ion Count,Peak area - S3_ChickenLiver_1 - Total Ion Count,Peak area - S4_GoatLiver_1 - Total Ion Count,Peak area - S5_ChickenLiver_2 - Total Ion Count,Peak area - S6_GoatLiver_2 - Total Ion Count,Peak area - S7_ChickenHeart_3 - Total Ion Count,Peak area - S8_GoatLiver_3 - Total Ion Count,Peak area - S9_ChickenHeart_4 - Total Ion Count,Peak area - S10_QCS_1 - Total Ion Count,Peak area - S10_QCS_2 - Total Ion Count,Peak area - S10_QCS_3 - Total Ion Count,Peak area - S10_QCS_4 - Total Ion Count,Peak area - S10_QCS_5 - Total Ion Count,Peak area - S10_QCS_6 - Total Ion Count,Peak area - S11_QCS_1 - Total Ion Count,Peak area - S11_QCS_2 - Total Ion Count,Peak area - S11_QCS_3 - Total Ion Count,Peak area - S11_QCS_4 - Total Ion Count,Peak area - S11_QCS_5 - Total Ion Count,Peak area - S11_QCS_6 - Total Ion Count,Peak area - S12_QCS_1 - Total Ion Count,Peak area - S12_QCS_2 - Total Ion Count,Peak area - S12_QCS_3 - Total Ion Count,Peak area - S12_QCS_4 - Total Ion Count,Peak area - S12_QCS_5 - Total Ion Count,Peak area - S12_QCS_6 - Total Ion Count,Peak area - S13_QCS_1 - Total Ion Count,Peak area - S13_QCS_2 - Total Ion Count,Peak area - S13_QCS_3 - Total Ion Count,Peak area - S13_QCS_4 - Total Ion Count,Peak area - S13_QCS_5 - Total Ion Count,Peak area - S13_QCS_6 - Total Ion Count,Peak area - S14_QCS_1 - Total Ion Count,Peak area - S14_QCS_2 - Total Ion Count,Peak area - S14_QCS_3 - Total Ion Count,Peak area - S14_QCS_4 - Total Ion Count,Peak area - S14_QCS_5 - Total Ion Count,Peak area - S14_QCS_6 - Total Ion Count,Peak area - S15_QCS_1 - Total Ion Count,Peak area - S15_QCS_2 - Total Ion Count,Peak area - S15_QCS_3 - Total Ion Count,Peak area - S15_QCS_4 - Total Ion Count,Peak area - S15_QCS_5 - Total Ion Count,Peak area - S15_QCS_6 - Total Ion Count,Peak area - S16_QCS_1 - Total Ion Count,Peak area - S16_QCS_2 - Total Ion Count,Peak area - S16_QCS_3 - Total Ion Count,Peak area - S16_QCS_4 - Total Ion Count,Peak area - S16_QCS_5 - Total Ion Count,Peak area - S16_QCS_6 - Total Ion Count,Peak area - S17_QCS_1 - Total Ion Count,Peak area - S17_QCS_2 - Total Ion Count,Peak area - S17_QCS_3 - Total Ion Count,Peak area - S17_QCS_4 - Total Ion Count,Peak area - S17_QCS_5 - Total Ion Count,Peak area - S17_QCS_6 - Total Ion Count,Peak area - S18_QCS_1 - Total Ion Count,Peak area - S18_QCS_2 - Total Ion Count,Peak area - S18_QCS_3 - Total Ion Count,Peak area - S18_QCS_4 - Total Ion Count,Peak area - S18_QCS_5 - Total Ion Count,Peak area - S18_QCS_6 - Total Ion Count,Peak area - S1_QCS_1 - Total Ion Count,Peak area - S1_QCS_2 - Total Ion Count,Peak area - S1_QCS_3 - Total Ion Count,Peak area - S1_QCS_4 - Total Ion Count,Peak area - S1_QCS_5 - Total Ion Count,Peak area - S1_QCS_6 - Total Ion Count,Peak area - S2_QCS_1 - Total Ion Count,Peak area - S2_QCS_2 - Total Ion Count,Peak area - S2_QCS_3 - Total Ion Count,Peak area - S2_QCS_4 - Total Ion Count,Peak area - S2_QCS_5 - Total Ion Count,Peak area - S2_QCS_6 - Total Ion Count,Peak area - S3_QCS_1 - Total Ion Count,Peak area - S3_QCS_2 - Total Ion Count,Peak area - S3_QCS_3 - Total Ion Count,Peak area - S3_QCS_4 - Total Ion Count,Peak area - S3_QCS_5 - Total Ion Count,Peak area - S3_QCS_6 - Total Ion Count,Peak area - S4_QCS_1 - Total Ion Count,Peak area - S4_QCS_2 - Total Ion Count,Peak area - S4_QCS_3 - Total Ion Count,Peak area - S4_QCS_4 - Total Ion Count,Peak area - S4_QCS_5 - Total Ion Count,Peak area - S4_QCS_6 - Total Ion Count,Peak area - S5_QCS_1 - Total Ion Count,Peak area - S5_QCS_2 - Total Ion Count,Peak area - S5_QCS_3 - Total Ion Count,Peak area - S5_QCS_4 - Total Ion Count,Peak area - S5_QCS_5 - Total Ion Count,Peak area - S5_QCS_6 - Total Ion Count,Peak area - S6_QCS_1 - Total Ion Count,Peak area - S6_QCS_2 - Total Ion Count,Peak area - S6_QCS_3 - Total Ion Count,Peak area - S6_QCS_4 - Total Ion Count,Peak area - S6_QCS_5 - Total Ion Count,Peak area - S6_QCS_6 - Total Ion Count,Peak area - S7_QCS_1 - Total Ion Count,Peak area - S7_QCS_2 - Total Ion Count,Peak area - S7_QCS_3 - Total Ion Count,Peak area - S7_QCS_4 - Total Ion Count,Peak area - S7_QCS_5 - Total Ion Count,Peak area - S7_QCS_6 - Total Ion Count,Peak area - S8_QCS_1 - Total Ion Count,Peak area - S8_QCS_2 - Total Ion Count,Peak area - S8_QCS_3 - Total Ion Count,Peak area - S8_QCS_4 - Total Ion Count,Peak area - S8_QCS_5 - Total Ion Count,Peak area - S8_QCS_6 - Total Ion Count,Peak area - S9_QCS_1 - Total Ion Count,Peak area - S9_QCS_2 - Total Ion Count,Peak area - S9_QCS_3 - Total Ion Count,Peak area - S9_QCS_4 - Total Ion Count,Peak area - S9_QCS_5 - Total Ion Count,Peak area - S9_QCS_6 - Total Ion Count
603.45,295.9709,308.20157,285.7099,805.4749,335.60992,358.46286,292.0734,295.8569,860.7914,835.0517,909.5882,350.58823,305.3447,302.7115,323.19345,835.4923,309.33548,832.867,117.89247,114.190384,106.73936,101.32345,101.715096,102.868484,107.49086,107.15069,108.96951,104.77331,104.87684,103.09748,107.77743,107.339745,104.87998,103.27377,102.411545,103.47492,121.893166,120.25366,115.85042,104.1124,100.84163,104.17874,104.01643,105.65942,99.42615,99.83329,101.02839,101.08386,113.66646,114.6386,112.09826,109.13496,109.130844,107.565865,108.24061,109.222824,107.097336,104.2335,104.21258,103.81425,116.50294,115.46302,111.35285,108.22198,108.76622,110.44147,106.90428,108.23833,101.60381,96.57243,98.87468,103.86327,112.31457,110.67911,111.06645,104.13571,104.155945,104.9192,105.32348,106.93709,107.494194,104.94187,103.84652,103.32449,104.52724,103.74448,104.99764,99.46828,98.34634,95.87344,101.68912,103.54009,96.31913,96.53018,97.00452,102.509155,122.19227,124.4316,115.14274,110.9376,110.00881,123.27152,108.913734,109.54883,105.91915,106.42707,106.89407,112.045334,124.064316,123.8626,119.81257,108.146515,108.313644,107.49308,106.71253,104.77931,101.34064,99.22093,99.29843,99.50934,111.54215,112.59649,111.16105,108.35074,108.204636,102.5727
604.45,192.21263,198.1242,195.15738,409.52664,196.80362,230.95747,197.12712,193.95438,401.19894,397.8285,432.9659,228.16711,194.57253,197.7327,195.93459,405.2846,189.18044,398.29398,75.86678,73.93931,70.87489,67.7212,67.44091,68.29288,70.72792,70.471985,70.99676,67.55515,67.70604,67.58749,70.44437,69.772095,68.14158,66.98959,66.62885,67.823616,78.639534,77.44581,74.36261,67.17134,66.32209,68.15351,68.92916,69.93907,68.09895,68.83702,70.03818,68.80989,73.47888,74.121956,72.38496,70.65151,70.37451,71.77487,70.48247,71.221695,69.7681,67.800934,67.74131,68.540375,75.572685,74.96546,72.169395,69.88492,70.02896,71.91509,70.08153,70.77126,67.25213,64.99966,65.23615,68.501656,73.73564,72.70385,70.67817,68.041046,68.17728,69.53868,69.343285,69.74672,69.03159,67.89272,67.71873,68.11429,72.7657,72.66829,72.74844,67.83899,67.32017,66.96599,68.34722,69.23231,65.078026,64.51989,64.6877,68.43808,78.039536,80.02115,74.43281,71.69759,71.307625,79.564896,70.930275,71.198784,69.53604,69.71553,70.029045,72.23402,80.49688,80.45145,76.85681,68.93344,69.42255,69.45848,72.03297,71.83517,68.53411,67.73006,67.63324,69.629166,72.6662,73.03507,71.415634,69.01154,69.48422,67.3397
605.45,164.65338,118.61578,118.26376,216.43103,177.6518,133.81805,120.244446,163.09592,208.50926,207.53496,224.59918,128.85832,175.33275,119.05645,171.78767,215.0893,167.60008,207.72523,88.185715,86.46754,82.865425,79.25479,78.9115,79.99845,82.189705,81.59901,80.98398,78.00461,78.12682,78.10062,82.69297,83.72078,81.71135,79.6744,79.36796,81.66031,85.7951,85.34673,84.39706,78.123314,76.89686,77.90633,80.18768,81.86943,77.202965,77.03449,78.53591,78.83842,79.52516,80.03383,78.00789,76.19079,75.60692,78.087585,83.69675,84.63502,82.19766,79.33578,79.39625,80.850914,84.74323,84.23259,82.23515,80.437065,80.820244,82.039314,82.37168,82.89815,79.21864,77.514656,77.31751,79.792595,83.09047,82.27484,79.53673,77.47059,78.27082,80.14386,80.363525,81.359245,79.74893,78.0848,78.2655,78.43006,84.80963,83.81273,83.1081,74.92109,74.429596,73.20657,80.787445,81.539635,77.2496,75.9557,75.89992,80.34738,87.05533,87.41096,83.132416,81.76696,81.422195,87.174805,83.80272,84.06351,81.907814,82.09867,82.296036,84.42895,87.90745,88.47367,85.86875,78.161644,79.20469,79.292206,83.33711,83.6166,79.10735,76.77908,76.36733,78.58485,80.20858,80.164055,78.62516,76.31386,77.20531,75.709175
610.386,145.73067,138.82828,139.63763,472.58566,169.78961,170.51729,147.19395,144.1008,337.83585,419.60422,414.8711,156.09341,146.87903,143.01797,156.11157,417.85968,150.05614,368.92828,68.826805,65.61336,62.04461,60.250793,59.13086,60.28333,54.983334,54.128155,52.898632,52.046215,51.781506,51.81345,53.44742,56.78132,59.243874,60.578167,60.78111,58.414764,63.461216,61.70571,59.715206,57.772144,56.891712,56.853615,60.50399,61.838203,60.35757,61.731953,63.86854,62.466953,60.784363,61.762356,59.676735,61.993996,62.677444,62.63826,58.573345,59.40214,60.47736,61.124138,61.075184,59.43239,57.885406,57.758236,54.845425,55.411564,56.45375,57.009415,56.671898,56.692738,54.18087,54.369152,56.559216,55.40067,59.360443,58.18328,58.382145,57.484943,57.75124,57.06779,57.368034,58.864357,60.785374,60.095703,60.11723,58.643005,71.11135,70.61358,68.29855,60.13733,59.364365,58.935703,53.241554,53.51999,52.44898,52.800083,52.77285,53.482986,61.33588,63.27966,56.18606,56.223244,55.408318,64.42988,60.93022,60.20935,59.724648,61.862534,61.250015,65.571266,67.07301,67.2298,63.302315,59.05842,60.233425,58.17365,64.69639,65.53066,60.31674,60.29297,60.16406,63.399105,56.389156,56.46618,57.362843,58.83521,60.833763,55.04683
627.45,412.124,438.849,444.1246,940.3809,423.56378,520.0878,439.81467,402.0886,872.97504,909.7827,959.2359,575.3327,464.89114,430.16534,419.0642,877.4089,425.5379,917.84705,189.69032,188.36906,186.53113,186.06776,182.33809,178.10475,184.82239,183.32019,173.23486,174.03923,174.9449,175.54912,190.48492,187.67723,180.6772,180.77002,181.94098,185.81187,185.60672,180.79366,176.24483,172.3632,174.27834,164.77365,188.61224,191.87238,193.44154,200.61917,204.10065,193.48248,179.13878,182.08345,179.24928,190.35211,189.22844,192.84378,186.36842,189.78809,179.95886,177.5523,177.16574,185.59618,176.82625,175.73792,169.1502,169.36205,175.03522,173.00444,189.07513,189.11035,184.3558,186.03293,183.90862,183.27618,177.47711,174.43074,174.83931,175.61371,174.95563,172.37297,174.59235,176.9845,173.27902,168.16344,171.22368,170.6977,224.1304,222.77864,232.346,207.9364,208.75795,190.46112,191.71973,191.52625,183.72067,179.57825,178.1511,190.00095,186.2658,189.1175,176.03471,178.43141,178.64752,189.64493,183.20345,183.6397,180.0552,180.9786,181.37646,182.4411,198.33998,197.90271,184.84073,165.18427,165.63988,169.10379,208.91966,213.03111,197.84874,202.4181,199.28354,204.41972,172.09192,172.2856,170.68779,177.59973,187.99596,169.91037
688.4689999999999,796.4125,553.2585,530.5941,756.0504,853.01337,755.6789,531.281,802.79144,610.85614,763.5398,667.24976,659.8198,792.7161,547.2111,721.3414,732.8042,843.32745,652.4178,134.9978,133.89247,135.17763,134.24802,131.3037,125.08495,129.06732,128.10121,121.60318,123.78955,124.251274,123.433556,134.41994,132.33258,127.02543,126.05346,125.66781,126.71055,128.50015,127.36728,122.73514,117.5007,115.78,113.26979,123.63621,125.118866,121.000175,123.70607,124.487885,122.40198,126.45924,127.87925,125.3052,129.99734,129.53534,131.95862,133.09892,133.73422,133.17511,128.71521,125.95324,126.03485,126.64792,125.611336,120.09477,119.63505,123.829254,122.65364,130.34888,132.0868,128.46063,122.50542,124.3389,126.20441,123.53794,121.26858,119.16853,118.28411,117.76982,117.2093,118.72034,120.266304,119.406685,115.3895,115.480705,114.786255,133.11424,133.05595,136.65129,129.58884,129.08633,124.561424,136.1792,138.00996,128.55293,126.51828,126.09962,136.07126,131.2965,132.9411,125.83358,125.642204,125.65956,130.17464,128.20248,129.70773,123.016846,123.28513,124.6717,127.220406,137.42819,137.11472,127.72144,114.32735,114.878334,115.54946,131.90555,131.81415,126.31307,126.28489,125.39212,126.56299,120.54948,121.1982,117.51084,123.80724,128.63365,118.47387
716.4,520.7008,451.55933,425.5587,459.71234,555.2697,578.4896,425.79456,524.6868,391.08286,458.40817,431.56497,503.2026,524.32,451.97107,479.78738,453.817,553.92694,404.8524,84.02744,85.05775,83.825195,84.07959,83.74639,81.677246,85.57871,85.53197,81.401695,83.354225,83.79265,84.90788,86.76923,86.699234,85.73597,85.97616,86.00819,86.27633,84.756004,84.10907,81.83802,80.89124,81.01718,79.39832,85.4658,86.10694,83.31744,84.75991,85.138954,84.533806,82.44248,83.037186,81.24604,83.8128,83.45061,84.72621,82.000534,83.5377,80.7006,82.51398,82.21888,82.40608,82.7304,82.434715,79.16056,80.60952,82.01811,83.27616,87.521576,88.08684,87.032936,86.51925,85.89158,85.9472,82.05771,81.601875,79.044136,80.35223,80.329094,81.92384,82.53296,82.8959,79.81159,78.37876,78.75658,80.59557,86.79652,86.81037,87.509865,86.24174,86.91343,83.53464,86.20152,85.41672,85.46954,84.443405,83.59737,86.717804,83.75546,85.265434,81.024864,84.16841,84.14841,87.14806,84.3866,85.12188,84.250305,84.656364,85.11043,84.57975,86.59377,86.18923,80.55273,75.79898,75.779106,77.20853,88.366974,87.50927,83.82848,85.26829,84.53296,83.839226,80.87867,80.48246,79.11893,81.6039,84.378685,81.54519
734.5,699.49976,752.216,705.2463,1357.4187,725.83234,815.88654,724.7229,711.9293,1294.4313,1303.3947,1428.643,826.24786,738.25116,740.66675,704.759,1303.6838,722.74023,1319.8849,120.69681,122.23927,124.0184,120.04698,118.259285,114.34297,128.39595,129.40443,130.85667,128.00478,128.80067,126.570435,123.981255,118.86051,115.63252,114.31861,113.78059,114.85045,132.31973,131.63042,129.75833,116.8821,114.371895,116.337296,118.29645,118.57066,117.56989,120.29389,122.80975,118.28442,121.67194,121.41754,120.542786,118.052605,117.58264,116.146194,117.29664,117.68546,115.65777,112.20752,110.90753,112.66496,138.16385,136.41023,132.98698,129.50635,130.77156,129.57639,119.89631,122.11731,119.850426,115.41175,115.377655,116.88154,133.96234,131.31604,128.21956,119.97984,116.48239,121.527336,115.64057,112.89105,113.026566,108.22554,108.01183,108.539406,122.7631,124.044685,126.16094,119.83323,120.029076,116.61459,125.681725,125.89743,119.375885,118.06548,118.66734,125.79563,129.69647,133.1199,131.27257,128.90501,131.12613,132.12172,117.275185,118.936195,115.52971,116.10954,117.06705,118.380066,134.20575,133.54936,126.26797,108.90213,108.15272,108.74025,123.31868,123.11846,116.46171,116.66113,115.75801,120.759705,128.2023,129.23792,124.290634,119.58432,119.70308,115.86684
735.5,205.72305,204.0273,214.95477,336.61118,218.72307,226.00815,213.3582,210.3555,314.33423,323.21158,341.0337,234.28087,215.75174,206.99783,207.67853,317.29706,213.96292,325.06342,69.905754,70.094536,70.3369,69.275055,68.489395,66.80549,72.11501,72.34433,72.39625,71.204666,71.4857,70.91125,69.835335,68.19968,67.75478,66.67169,66.45759,66.67082,73.734,73.64357,72.0427,66.7591,65.42588,66.54524,67.01839,67.02907,64.22365,64.45119,64.962166,65.16777,67.595055,67.28779,66.391174,64.219734,64.175735,63.746914,68.80507,68.735855,68.16767,66.55788,65.83305,65.53791,75.411385,74.87323,73.495155,72.21462,72.48277,72.21967,68.12686,69.25557,68.6804,66.15586,66.44848,66.977974,74.1085,72.99763,71.06758,67.72764,66.67596,68.97777,66.995674,65.85345,65.433495,63.2795,63.035107,63.292088,66.34544,65.95004,65.928795,63.55113,63.638466,62.5116,71.029335,71.18357,68.64478,67.94195,68.179276,70.81131,72.491745,73.74621,72.26044,71.63631,72.45275,73.16275,67.95141,68.6163,67.40141,67.60272,67.93501,68.49443,74.5163,74.79128,70.79576,63.08791,63.235546,63.522083,67.068085,66.55986,64.66954,63.623943,63.294563,64.10669,71.09203,71.35243,69.07753,66.70193,66.250305,66.00799
741.5,401.0134,563.4531,587.1177,781.166,479.53235,822.1,571.52264,390.1656,617.8143,704.3536,660.48096,806.14966,451.9228,562.40405,394.97192,657.8579,463.37634,714.90497,92.25779,91.69121,91.98972,89.133705,88.42353,85.667816,93.920166,94.6581,96.413864,93.63315,94.09825,92.22739,88.838036,87.815704,88.10038,88.09684,87.8046,86.21127,98.04142,98.29726,95.23325,88.650696,87.24135,87.00962,87.78699,88.75347,89.356064,90.87618,92.188065,87.98633,89.19592,88.826866,88.6118,86.40513,86.73252,84.09389,87.60664,86.82707,87.92623,87.41218,87.11298,83.70919,101.03233,100.1323,97.6884,95.09917,95.32407,94.948105,87.16881,88.89926,88.89308,85.86647,87.38818,85.85933,97.27849,95.57247,94.39184,89.46455,87.624916,89.12119,86.472725,85.510956,85.864204,84.8075,84.51837,83.38171,87.003235,87.42408,89.19096,87.20304,86.9145,85.08158,90.06175,90.676056,87.472984,87.22736,87.30564,90.10889,96.377815,99.11627,95.571236,93.96209,94.78851,97.98418,89.10336,89.59194,87.21401,87.95024,88.41258,90.48832,98.783485,98.78625,93.03744,84.21137,83.4053,83.21515,88.167854,88.6309,87.38686,88.46539,88.70662,88.36409,93.37368,94.56478,92.81214,90.18324,88.847725,87.968735
742.5,366.99783,405.99545,393.38486,574.7663,381.75226,521.85223,391.30734,365.30606,465.42957,540.6462,513.6515,493.05978,382.3978,406.32108,349.3697,504.67065,380.16586,521.826,88.10835,88.157684,87.21468,86.12221,85.59876,83.681915,89.258995,89.43191,89.25499,88.37633,88.56548,87.85091,86.455536,85.577736,84.9746,84.93987,84.73418,84.34365,93.474,92.59997,88.88591,84.43647,83.030304,83.03353,84.98135,85.703354,84.60305,86.2263,87.476616,84.847046,84.05992,84.02073,82.67966,82.69259,83.1659,81.135025,85.165184,85.4709,84.12541,83.74807,83.23756,82.53784,93.73914,92.95323,89.94757,88.97282,89.847916,89.76526,85.851616,87.23176,86.32798,84.59392,85.28588,84.432335,91.426025,90.19748,87.421074,84.57831,83.33516,86.01698,83.76913,83.039825,81.754875,79.80316,79.8026,80.13689,88.29817,88.13371,88.57126,85.735435,86.005974,82.21189,86.78707,86.78653,85.54936,84.93988,84.86206,86.88562,90.99415,93.55853,88.785934,88.583275,89.3123,93.47022,85.46365,86.17604,84.842514,85.19417,85.639046,85.99379,93.47576,93.75233,86.931404,79.20281,78.854805,79.758766,87.11835,87.662346,84.03197,85.00566,84.70446,85.65981,88.04636,88.294914,85.19484,85.321465,85.46972,82.88187
748.85,3402.1426,1504.3936,1433.215,6756.2515,3608.793,1840.76,1456.4594,3314.523,5640.196,6128.27,6264.43,1883.2048,3923.7039,1456.0494,3197.3247,5819.763,3664.5413,6334.5073,445.87717,444.29453,430.4886,425.9283,422.9662,405.3172,438.3244,437.2178,422.20697,427.5556,429.54132,424.43677,445.3098,442.7714,427.37924,423.72037,420.41183,424.43777,428.96176,428.75076,423.39252,399.43344,392.88083,381.4044,402.72708,410.27966,405.67227,412.15103,415.61102,398.15186,412.5391,415.95224,409.27972,420.40063,419.82428,401.69464,432.6462,436.73642,424.29587,418.43027,412.9782,410.2324,432.85602,430.97745,416.35278,418.5435,428.0212,427.4793,430.26654,439.0909,432.61383,410.98175,417.96133,416.6887,423.0734,420.20706,412.47864,404.04367,396.00677,400.36014,396.74725,398.1776,395.94122,380.61334,379.64822,372.6404,416.3376,419.53387,435.86703,420.63455,420.58356,397.44525,434.8766,438.34158,420.50055,414.62686,411.51886,433.35162,437.57074,438.57416,422.00403,429.8081,429.52325,433.1306,425.32297,431.69357,409.8812,410.4941,415.28326,421.90576,437.99512,438.36584,421.1182,378.3657,376.8734,374.26764,421.06723,423.48724,411.52173,413.05658,411.49844,409.99747,410.7146,415.03217,407.3625,417.18805,426.6189,387.8333
756.5,600.76385,584.3509,592.3209,1086.9977,657.76556,722.65546,586.0922,597.93207,935.33746,1041.6377,1043.014,753.43335,653.7722,576.30676,611.6217,1017.512,634.01483,990.06116,114.708405,113.36379,115.33228,115.44488,113.30251,108.047485,114.16697,113.89869,112.261635,114.2085,114.44914,111.79135,112.54373,111.36144,112.15849,113.87744,113.83089,110.03211,114.93618,112.4753,109.725494,108.10871,107.90616,102.33063,108.49073,110.039734,113.07341,115.901146,117.132904,110.83321,110.972534,112.56684,112.993614,116.50156,116.99525,115.10941,112.05549,112.74839,111.75897,112.32412,111.2193,109.3955,112.81419,111.985825,110.531876,111.16685,113.415184,109.45987,111.01114,112.375854,113.38495,111.21634,113.141174,108.801384,110.135506,109.040665,111.5425,110.83698,108.674866,106.56082,105.84494,105.46053,107.05949,104.6427,104.466125,103.057976,121.21547,121.73347,124.16376,117.35967,117.048706,112.110405,113.51356,113.28704,112.10537,111.78236,111.474846,113.75619,114.21176,115.77824,112.60212,113.67563,114.25031,116.32997,110.20036,110.886536,109.05516,109.769325,109.98033,111.21345,115.53401,115.23972,109.778824,102.91511,103.02082,100.8155,117.4591,118.634796,114.466286,115.86421,115.28344,115.69017,109.193085,110.244286,110.731125,113.82039,116.03331,106.64391
758.653,4242.05,4504.7544,4405.462,10723.77,4104.487,5035.1343,4532.765,4059.065,8762.662,9793.664,10211.653,5664.7803,5268.77,4488.3457,3981.0886,9450.62,4586.846,9611.975,528.45483,528.0191,523.7782,516.24976,511.45596,482.58673,519.28265,520.6482,490.25885,490.12518,494.69934,493.424,521.42224,520.04297,508.40063,510.8702,507.40485,500.93445,466.30316,466.75607,459.37256,435.7568,428.36667,401.83432,460.26047,474.5305,460.38562,468.8294,473.80392,453.15433,435.6267,434.87726,418.42694,431.91357,442.96576,425.3215,503.75888,509.67725,506.04666,506.60806,500.48953,485.3731,505.0518,496.56943,464.37613,461.46173,473.47476,474.56845,493.1255,507.34348,508.03177,482.54877,489.97363,479.96335,460.17456,451.26663,420.187,408.53204,418.49063,426.6104,440.37857,450.56766,443.07367,431.361,431.74966,418.42816,453.55014,461.69785,481.1464,471.22208,469.45755,447.61972,519.1397,522.88873,497.47345,486.85016,480.0729,519.1645,500.63385,488.13837,484.60922,490.80298,494.66956,461.03317,509.94,515.84985,485.09982,490.8056,497.07858,503.71982,479.5823,479.04007,456.48032,405.69775,418.9796,396.15768,474.10898,481.81003,475.31207,474.03082,476.04922,476.70712,443.93887,447.84418,428.92813,438.78027,461.20462,413.13675
759.55,1270.9048,1301.4088,1341.1006,2943.8196,1263.7661,1496.9535,1322.6515,1277.8107,2647.1833,2750.6223,2928.333,1896.1595,1453.6506,1268.3069,1328.0763,2544.0823,1295.8983,2939.0771,226.12444,226.22781,225.19885,222.31424,219.19128,215.18855,229.09224,228.22119,215.38612,218.91202,219.97697,222.12434,233.12984,231.68488,224.06378,220.17996,219.12344,223.84526,219.07837,216.73134,209.26463,201.34557,198.6277,198.59839,209.27556,213.07573,206.30669,208.9766,210.2402,205.34338,210.68547,210.63336,205.76859,203.70886,203.71101,206.48671,229.1725,229.67468,223.69553,218.83073,216.82854,219.8898,219.97363,220.06439,208.83507,210.06429,213.09418,218.8905,224.30643,228.25845,225.14964,214.69182,215.38354,219.69534,214.29593,212.68782,199.27406,199.12076,201.1702,208.8258,211.92317,210.92491,201.87024,197.4376,196.63437,198.5049,207.53209,207.43672,211.82541,209.16434,208.31529,202.16579,230.51085,231.96782,220.08366,215.86153,214.0826,228.42644,225.10368,224.2058,217.02493,220.68056,219.81146,219.0731,223.553,226.32405,218.23813,216.13004,218.32675,218.76447,217.95074,219.67519,208.73802,195.2639,196.26689,195.5877,211.6847,213.12393,209.37015,209.10085,209.3532,207.89017,209.97273,209.97699,206.82314,205.94171,209.72446,203.95012
760.6469999999999,8256.647,3801.1245,3581.0146,16789.604,8070.625,3801.6895,3817.565,8064.1147,13463.136,15974.268,15758.412,3894.544,9537.634,3811.0698,7902.975,14765.246,8312.909,15274.652,604.2675,597.9652,545.01306,520.72986,527.83954,522.4641,533.1539,523.048,464.07718,492.72336,495.13535,496.45972,570.92285,585.45374,554.9707,541.8449,533.21875,558.3273,464.086,471.54794,484.29016,456.24228,440.95404,432.46826,485.74493,510.21802,467.6816,476.31393,483.23013,469.71524,448.91446,455.0014,436.54654,462.68338,471.51257,444.1454,567.2811,582.2268,557.3488,546.6551,544.4235,533.66516,493.74612,489.194,450.55493,462.4436,478.78506,492.41275,538.0582,554.47076,535.3027,489.20355,499.12103,519.8258,457.1582,451.88577,425.23517,415.1931,435.84186,436.51086,479.00034,505.0577,489.24615,475.8693,470.05154,465.35712,452.51752,453.685,477.104,478.66443,470.6212,452.65863,519.6708,529.93787,493.33218,484.47507,477.19174,525.85626,528.2242,501.011,493.45355,499.8777,492.63055,473.4606,568.5707,576.0663,525.62476,528.98126,540.8292,563.8805,495.17453,492.83392,491.0696,454.29108,462.49817,447.1137,484.87637,490.4318,488.21332,487.18268,493.45654,476.4165,446.09872,455.91223,439.59113,462.08795,488.30347,439.51266
761.668,1638.2036,740.00903,726.5596,2685.5435,1584.2733,813.9185,738.17523,1581.5967,2189.676,2446.6206,2569.1123,794.0436,1896.1284,729.06024,1583.534,2421.2388,1685.2299,2384.586,201.78438,196.83264,183.21988,174.45856,175.36577,175.73615,187.57104,185.93811,183.18904,177.69595,178.56186,177.60498,186.43317,190.40517,188.16711,184.88779,182.55206,183.65506,187.45538,189.55101,178.40108,165.85301,164.713,163.57794,167.75685,171.9803,167.19472,165.96812,166.27585,164.87857,187.36275,188.10362,179.50185,174.31593,175.38193,175.8697,190.86623,192.46733,188.22296,184.04979,183.03325,180.1539,190.8422,188.12271,177.59885,172.18904,173.92674,179.07956,183.4586,188.58394,181.91003,168.3676,171.69572,175.7623,180.26239,179.07915,169.82289,166.39108,169.70157,175.649,176.5801,179.28284,178.69814,174.50421,172.0671,170.18967,164.80629,165.0645,169.99435,164.35574,161.93726,163.6226,173.60973,175.48392,168.99591,166.28001,165.29373,173.48589,196.90485,192.16515,191.19511,183.66022,181.0047,185.2295,185.24501,187.21603,180.92119,180.33122,182.25415,186.59543,190.10759,190.13458,184.36526,169.92978,173.15419,167.46567,174.88141,174.15501,174.36365,170.0232,170.68028,166.49988,182.85857,185.35342,177.25618,170.97789,174.8335,164.24345
